#Release 13.2 - par O.61xd (lin64)
#Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

#Tue Aug 21 23:17:19 2012

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       MUX4_hot_map.ncd
#OUTPUT FILE:      MUX4_hot_pad.csv
#PART TYPE:        xc5vlx330
#SPEED GRADE:      -2
#PACKAGE:          ff1760
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
R17,,IOBS,IO_L3N_A12_D28_1,UNUSED,,1,,,,,,,,,
R18,,IOBM,IO_L18P_5,UNUSED,,5,,,,,,,,,
R19,,,GND,,,,,,,,,,,,
R20,,,VCCINT,,,,,,,,1.0,,,,
R21,,,GND,,,,,,,,,,,,
R22,,,VCCINT,,,,,,,,1.0,,,,
R23,,,GND,,,,,,,,,,,,
R24,,,VCCINT,,,,,,,,1.0,,,,
R25,,,GND,,,,,,,,,,,,
R26,,,VCCINT,,,,,,,,1.0,,,,
R27,,IOBS,IO_L0N_A18_1,UNUSED,,1,,,,,,,,,
R28,,IOBM,IO_L0P_A19_1,UNUSED,,1,,,,,,,,,
R29,,,VBATT_0,,,,,,,,,,,,
R30,,,RDWR_B_0,,,,,,,,,,,,
R31,,,GND,,,,,,,,,,,,
R32,,IOBS,IO_L17N_23,UNUSED,,23,,,,,,,,,
R33,,IOBM,IO_L17P_23,UNUSED,,23,,,,,,,,,
R34,I4<7>,IOB,IO_L0P_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
R35,I4<4>,IOB,IO_L10P_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
R36,,,VCCO_15,,,15,,,,,2.50,,,,
R37,Z<23>,IOB,IO_L5P_15,OUTPUT,LVCMOS25*,15,12,SLOW,,,,UNLOCATED,NO,NONE,
R38,Z<19>,IOB,IO_L4N_VREF_15,OUTPUT,LVCMOS25*,15,12,SLOW,,,,UNLOCATED,NO,NONE,
R39,I4<16>,IOB,IO_L4P_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
R40,,IOBS,IO_L13N_11,UNUSED,,11,,,,,,,,,
R41,,,GND,,,,,,,,,,,,
R42,,IOBM,IO_L12P_VRN_11,UNUSED,,11,,,,,,,,,
T1,,IOBS,IO_L11N_CC_12,UNUSED,,12,,,,,,,,,
T2,,IOBS,IO_L10N_CC_12,UNUSED,,12,,,,,,,,,
T3,,,VCCO_16,,,16,,,,,any******,,,,
T4,,IOBS,IO_L10N_CC_16,UNUSED,,16,,,,,,,,,
T5,,IOBS,IO_L8N_CC_16,UNUSED,,16,,,,,,,,,
T6,,IOBM,IO_L8P_CC_16,UNUSED,,16,,,,,,,,,
T7,,IOBS,IO_L15N_20,UNUSED,,20,,,,,,,,,
T8,,,GND,,,,,,,,,,,,
T9,,IOBS,IO_L13N_20,UNUSED,,20,,,,,,,,,
T10,,IOBM,IO_L12P_VRN_20,UNUSED,,20,,,,,,,,,
T11,,IOBS,IO_L17N_20,UNUSED,,20,,,,,,,,,
T12,,,GND,,,,,,,,,,,,
T13,,,VCCAUX,,,,,,,,2.5,,,,
T14,,,HSWAPEN_0,,,,,,,,,,,,
T15,,,DONE_0,,,,,,,,,,,,
T16,,,GND,,,,,,,,,,,,
T17,,,VCCINT,,,,,,,,1.0,,,,
T18,,,GND,,,,,,,,,,,,
T19,,,VCCINT,,,,,,,,1.0,,,,
T20,,,GND,,,,,,,,,,,,
T21,,,VCCINT,,,,,,,,1.0,,,,
T22,,,GND,,,,,,,,,,,,
T23,,,VCCINT,,,,,,,,1.0,,,,
T24,,,GND,,,,,,,,,,,,
T25,,,VCCINT,,,,,,,,1.0,,,,
T26,,,GND,,,,,,,,,,,,
T27,,,VCCINT,,,,,,,,1.0,,,,
T28,,,GND,,,,,,,,,,,,
T29,,,PROGRAM_B_0,,,,,,,,,,,,
T30,,,CS_B_0,,,,,,,,,,,,
T31,,IOBS,IO_L19N_23,UNUSED,,23,,,,,,,,,
T32,,IOBM,IO_L18P_23,UNUSED,,23,,,,,,,,,
T33,,,GND,,,,,,,,,,,,
T34,I4<0>,IOB,IO_L9P_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
T35,I4<10>,IOB,IO_L8N_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
T36,I4<15>,IOB,IO_L10N_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
T37,I4<28>,IOB,IO_L13P_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
T38,,,GND,,,,,,,,,,,,
T39,I4<30>,IOB,IO_L14P_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
T40,,IOBM,IO_L14P_11,UNUSED,,11,,,,,,,,,
T41,,IOBS,IO_L14N_VREF_11,UNUSED,,11,,,,,,,,,
T42,,IOBM,IO_L15P_SM13P_11,UNUSED,,11,,,,,,,,,
U1,,IOBM,IO_L11P_CC_12,UNUSED,,12,,,,,,,,,
U2,,IOBS,IO_L12N_VRP_12,UNUSED,,12,,,,,,,,,
U3,,IOBM,IO_L12P_VRN_12,UNUSED,,12,,,,,,,,,
U4,,IOBM,IO_L10P_CC_16,UNUSED,,16,,,,,,,,,
U5,,,GND,,,,,,,,,,,,
U6,,IOBM,IO_L11P_CC_16,UNUSED,,16,,,,,,,,,
U7,,IOBM,IO_L15P_20,UNUSED,,20,,,,,,,,,
U8,,IOBM,IO_L16P_20,UNUSED,,20,,,,,,,,,
U9,,IOBS,IO_L16N_20,UNUSED,,20,,,,,,,,,
U10,,,GND,,,,,,,,,,,,
U11,,IOBM,IO_L17P_20,UNUSED,,20,,,,,,,,,
U12,,,VCCAUX,,,,,,,,2.5,,,,
U13,,,GND,,,,,,,,,,,,
U14,,,INIT_B_0,,,,,,,,,,,,
U15,,,GND,,,,,,,,,,,,
U16,,,VCCINT,,,,,,,,1.0,,,,
U17,,,GND,,,,,,,,,,,,
U18,,,VCCINT,,,,,,,,1.0,,,,
U19,,,GND,,,,,,,,,,,,
U20,,,VCCINT,,,,,,,,1.0,,,,
U21,,,GND,,,,,,,,,,,,
U22,,,VCCINT,,,,,,,,1.0,,,,
U23,,,GND,,,,,,,,,,,,
U24,,,VCCINT,,,,,,,,1.0,,,,
U25,,,GND,,,,,,,,,,,,
U26,,,VCCINT,,,,,,,,1.0,,,,
U27,,,GND,,,,,,,,,,,,
U28,,,VCCINT,,,,,,,,1.0,,,,
U29,,,GND,,,,,,,,,,,,
U30,,,VCCAUX,,,,,,,,2.5,,,,
U31,,IOBM,IO_L19P_23,UNUSED,,23,,,,,,,,,
U32,,IOBS,IO_L18N_23,UNUSED,,23,,,,,,,,,
U33,I4<11>,IOB,IO_L9N_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
U34,Z<9>,IOB,IO_L8P_CC_19,OUTPUT,LVCMOS25*,19,12,SLOW,,,,UNLOCATED,NO,NONE,
U35,,,GND,,,,,,,,,,,,
U36,I4<14>,IOB,IO_L11P_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
U37,I4<27>,IOB,IO_L12N_VRP_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
U38,I4<29>,IOB,IO_L13N_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
U39,I4<31>,IOB,IO_L14N_VREF_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
U40,,,VCCO_11,,,11,,,,,any******,,,,
U41,,IOBS,IO_L15N_SM13N_11,UNUSED,,11,,,,,,,,,
U42,,IOBM,IO_L16P_SM12P_11,UNUSED,,11,,,,,,,,,
V1,,IOBS,IO_L15N_12,UNUSED,,12,,,,,,,,,
V2,,,GND,,,,,,,,,,,,
V3,,IOBM,IO_L13P_12,UNUSED,,12,,,,,,,,,
V4,,IOBS,IO_L13N_12,UNUSED,,12,,,,,,,,,
V5,,IOBS,IO_L11N_CC_16,UNUSED,,16,,,,,,,,,
V6,,IOBS,IO_L13N_16,UNUSED,,16,,,,,,,,,
V7,,,VCCO_16,,,16,,,,,any******,,,,
V8,,IOBS,IO_L18N_20,UNUSED,,20,,,,,,,,,
V9,,IOBM,IO_L18P_20,UNUSED,,20,,,,,,,,,
V10,,IOBS,IO_L19N_20,UNUSED,,20,,,,,,,,,
V11,,IOBM,IO_L19P_20,UNUSED,,20,,,,,,,,,
V12,,,GND,,,,,,,,,,,,
V13,,,VCCINT,,,,,,,,1.0,,,,
V14,,,GND,,,,,,,,,,,,
V15,,,VCCINT,,,,,,,,1.0,,,,
V16,,,GND,,,,,,,,,,,,
V17,,,VCCINT,,,,,,,,1.0,,,,
V18,,,GND,,,,,,,,,,,,
V19,,,VCCINT,,,,,,,,1.0,,,,
V20,,,GND,,,,,,,,,,,,
V21,,,VCCINT,,,,,,,,1.0,,,,
V22,,,GND,,,,,,,,,,,,
V23,,,VCCINT,,,,,,,,1.0,,,,
V24,,,GND,,,,,,,,,,,,
V25,,,VCCINT,,,,,,,,1.0,,,,
V26,,,GND,,,,,,,,,,,,
V27,,,VCCINT,,,,,,,,1.0,,,,
V28,,,GND,,,,,,,,,,,,
V29,,,VCCAUX,,,,,,,,2.5,,,,
V30,,,GND,,,,,,,,,,,,
V31,,,RSVD_0,,,,,,,,,,,,
V32,,,GND,,,,,,,,,,,,
V33,I4<22>,IOB,IO_L17P_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
V34,I3<0>,IOB,IO_L16N_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
V35,Z<16>,IOB,IO_L16P_19,OUTPUT,LVCMOS25*,19,12,SLOW,,,,UNLOCATED,NO,NONE,
V36,I4<12>,IOB,IO_L11N_CC_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
V37,,,VCCO_11,,,11,,,,,any******,,,,
V38,I4<26>,IOB,IO_L12P_VRN_15,INPUT,LVCMOS25*,15,,,,NONE,,UNLOCATED,NO,NONE,
V39,,IOBM,IO_L15P_15,UNUSED,,15,,,,,,,,,
V40,,IOBM,IO_L17P_SM11P_11,UNUSED,,11,,,,,,,,,
V41,,IOBS,IO_L16N_SM12N_11,UNUSED,,11,,,,,,,,,
V42,,,GND,,,,,,,,,,,,
W1,,IOBM,IO_L15P_12,UNUSED,,12,,,,,,,,,
W2,,IOBM,IO_L14P_12,UNUSED,,12,,,,,,,,,
W3,,IOBS,IO_L14N_VREF_12,UNUSED,,12,,,,,,,,,
W4,,,VCCO_12,,,12,,,,,any******,,,,
W5,,IOBM,IO_L13P_16,UNUSED,,16,,,,,,,,,
W6,,IOBS,IO_L14N_VREF_16,UNUSED,,16,,,,,,,,,
W7,,IOBM,IO_L12P_VRN_16,UNUSED,,16,,,,,,,,,
W8,,IOBS,IO_L12N_VRP_16,UNUSED,,16,,,,,,,,,
W9,,,GND,,,,,,,,,,,,
W10,,IOBS,IO_L18N_16,UNUSED,,16,,,,,,,,,
W11,,IOBM,IO_L18P_16,UNUSED,,16,,,,,,,,,
W12,,,VCCAUX,,,,,,,,2.5,,,,
W13,,,GND,,,,,,,,,,,,
W14,,,VCCINT,,,,,,,,1.0,,,,
W15,,,GND,,,,,,,,,,,,
W16,,,VCCINT,,,,,,,,1.0,,,,
W17,,,GND,,,,,,,,,,,,
W18,,,VCCINT,,,,,,,,1.0,,,,
W19,,,GND,,,,,,,,,,,,
W20,,,VCCINT,,,,,,,,1.0,,,,
W21,,,GND,,,,,,,,,,,,
W22,,,VCCINT,,,,,,,,1.0,,,,
W23,,,GND,,,,,,,,,,,,
W24,,,VCCINT,,,,,,,,1.0,,,,
W25,,,GND,,,,,,,,,,,,
W26,,,VCCINT,,,,,,,,1.0,,,,
W27,,,GND,,,,,,,,,,,,
W28,,,VCCINT,,,,,,,,1.0,,,,
W29,,,GND,,,,,,,,,,,,
W30,,,VCCAUX,,,,,,,,2.5,,,,
W31,,,GND,,,,,,,,,,,,
W32,Z<24>,IOB,IO_L18N_19,OUTPUT,LVCMOS25*,19,12,SLOW,,,,UNLOCATED,NO,NONE,
W33,Z<17>,IOB,IO_L17N_19,OUTPUT,LVCMOS25*,19,12,SLOW,,,,UNLOCATED,NO,NONE,
W34,,,GND,,,,,,,,,,,,
W35,,IOBS,IO_L18N_15,UNUSED,,15,,,,,,,,,
W36,,IOBM,IO_L19P_15,UNUSED,,15,,,,,,,,,
W37,,IOBS,IO_L19N_15,UNUSED,,15,,,,,,,,,
W38,,IOBS,IO_L15N_15,UNUSED,,15,,,,,,,,,
W39,,,GND,,,,,,,,,,,,
W40,,IOBM,IO_L8P_CC_11,UNUSED,,11,,,,,,,,,
W41,,IOBS,IO_L17N_SM11N_11,UNUSED,,11,,,,,,,,,
W42,,IOBM,IO_L18P_SM10P_11,UNUSED,,11,,,,,,,,,
Y1,,,GND,,,,,,,,,,,,
Y2,,IOBM,IO_L19P_12,UNUSED,,12,,,,,,,,,
Y3,,IOBS,IO_L19N_12,UNUSED,,12,,,,,,,,,
Y4,,IOBS,IO_L16N_12,UNUSED,,12,,,,,,,,,
Y5,,IOBM,IO_L17P_12,UNUSED,,12,,,,,,,,,
Y6,,,GND,,,,,,,,,,,,
Y7,,IOBM,IO_L14P_16,UNUSED,,16,,,,,,,,,
Y8,,IOBM,IO_L16P_16,UNUSED,,16,,,,,,,,,
Y9,,IOBS,IO_L17N_16,UNUSED,,16,,,,,,,,,
Y10,,IOBM,IO_L17P_16,UNUSED,,16,,,,,,,,,
Y11,,,GND,,,,,,,,,,,,
Y12,,,GND,,,,,,,,,,,,
Y13,,,VCCINT,,,,,,,,1.0,,,,
Y14,,,GND,,,,,,,,,,,,
Y15,,,VCCINT,,,,,,,,1.0,,,,
Y16,,,GND,,,,,,,,,,,,
Y17,,,VCCINT,,,,,,,,1.0,,,,
Y18,,,GND,,,,,,,,,,,,
Y19,,,VCCINT,,,,,,,,1.0,,,,
Y20,,,GND,,,,,,,,,,,,
Y21,,,AVSS_0,,,,,,,,,,,,
Y22,,,AVDD_0,,,,,,,,,,,,
Y23,,,VCCINT,,,,,,,,1.0,,,,
Y24,,,GND,,,,,,,,,,,,
Y25,,,VCCINT,,,,,,,,1.0,,,,
Y26,,,GND,,,,,,,,,,,,
Y27,,,VCCINT,,,,,,,,1.0,,,,
Y28,,,GND,,,,,,,,,,,,
Y29,,,VCCINT,,,,,,,,1.0,,,,
Y30,,,GND,,,,,,,,,,,,
Y31,,,VCCAUX,,,,,,,,2.5,,,,
Y32,Z<18>,IOB,IO_L19P_19,OUTPUT,LVCMOS25*,19,12,SLOW,,,,UNLOCATED,NO,NONE,
Y33,I4<18>,IOB,IO_L18P_19,INPUT,LVCMOS25*,19,,,,NONE,,UNLOCATED,NO,NONE,
Y34,,IOBS,IO_L17N_15,UNUSED,,15,,,,,,,,,
Y35,,IOBM,IO_L18P_15,UNUSED,,15,,,,,,,,,
Y36,,,GND,,,,,,,,,,,,
Y37,,IOBM,IO_L11P_CC_SM14P_11,UNUSED,,11,,,,,,,,,
Y38,,IOBS,IO_L10N_CC_SM15N_11,UNUSED,,11,,,,,,,,,
Y39,,IOBM,IO_L10P_CC_SM15P_11,UNUSED,,11,,,,,,,,,
Y40,,IOBS,IO_L8N_CC_11,UNUSED,,11,,,,,,,,,
Y41,,,VCCO_11,,,11,,,,,any******,,,,
Y42,,IOBS,IO_L18N_SM10N_11,UNUSED,,11,,,,,,,,,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#All RSVD_0 pins must be tied to GROUND.
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
